original_name,normalized_name,volume,volume_unit,package_count,price,price_total,source_file
VAL STOU 10W30 DR 208 L EEE,VALVOLINE STOU 10W30 DR 208 L EEE,208,L,1,608.89,126649.89,
VAL STOU 10W30 PL 20 L EEE,VALVOLINE STOU 10W30 PL 20 L EEE,20,L,1,640.85,12817.07,
VAL STOU 15W40 DR 208 L EEE,VALVOLINE STOU 15W40 DR 208 L EEE,208,L,1,614.29,127772.64,
VAL STOU 15W40 PL 20 L EEE,VALVOLINE STOU 15W40 PL 20 L EEE,20,L,1,646.25,12925.03,
VAL UTTO DR 208 L EEE,VALVOLINE UTTO DR 208 L EEE,208,L,1,568.32,118209.53,
VAL UTTO PL 20 L EEE,VALVOLINE UTTO PL 20 L EEE,20,L,1,580.22,11604.46,
VAL DT TRANSMISSION 10W DR 208 L EEE,VALVOLINE DT TRANSMISSION 10W DR 208 L EEE,208,L,1,569.85,118529.68,
VAL DT TRANSMISSION 10W PL 20 L EEE,VALVOLINE DT TRANSMISSION 10W PL 20 L EEE,20,L,1,612.61,12252.20,
VAL DT TRANSMISSION 30 DR 208 L EEE,VALVOLINE DT TRANSMISSION 30 DR 208 L EEE,208,L,1,580.65,120775.18,
VAL DT TRANSMISSION 30 PL 20 L EEE,VALVOLINE DT TRANSMISSION 30 PL 20 L EEE,20,L,1,623.41,12468.11,
VAL SEMI FLUID 00 GRS DR 180 KG EEE,VALVOLINE SEMI FLUID 00 GRS DR 180 KG EEE,,,1,821.87,0.00,
VAL SEMI FLUID 00 GRS KE 45 KG EEE,VALVOLINE SEMI FLUID 00 GRS KE 45 KG EEE,,,1,915.77,0.00,
VAL SEMI FLUID 00 GRS PL 18 KG EEE,VALVOLINE SEMI FLUID 00 GRS PL 18 KG EEE,,,1,852.48,0.00,
VAL SEMI FLUID 00 GRS 2/5 KG EEE,VALVOLINE SEMI FLUID 00 GRS 2/5 KG EEE,,,1,858.97,0.00,
VAL MPURP LITHIUM 1 GRS DR 180 KG EEE,VALVOLINE MPURP LITHIUM 1 GRS DR 180 KG EEE,,,1,823.22,0.00,
VAL MPURP LITHIUM 1 GRS PL 18 KG EEE,VALVOLINE MPURP LITHIUM 1 GRS PL 18 KG EEE,,,1,853.83,0.00,
VAL MPURP LITHIUM 2 GRS DR 180 KG EEE,VALVOLINE MPURP LITHIUM 2 GRS DR 180 KG EEE,,,1,844.81,0.00,
VAL MPURP LITHIUM 2 GRS KE 45 KG EEE,VALVOLINE MPURP LITHIUM 2 GRS KE 45 KG EEE,,,1,946.81,0.00,
VAL MPURP LITHIUM 2 GRS PL 18 KG EEE,VALVOLINE MPURP LITHIUM 2 GRS PL 18 KG EEE,,,1,875.42,0.00,
VAL MPURP LITHIUM 2 GRS 4/4 KG EEE,VALVOLINE MPURP LITHIUM 2 GRS 4/4 KG EEE,,,1,857.21,0.00,
VAL MPURP LITHIUM 2 GRS 20/800 G EEE,VALVOLINE MPURP LITHIUM 2 GRS 20/800 G EEE,,,1,784.25,0.00,
VAL MPURP LITHIUM 2 GRS 25/400 G EEE,VALVOLINE MPURP LITHIUM 2 GRS 25/400 G EEE,,,1,537.29,0.00,
VAL MPURP LITHIUM 2 GRS 24/400G EEE,VALVOLINE MPURP LITHIUM 2 GRS 24/400G EEE,,,1,537.29,0.00,
VAL MPURP LITHIUM 3 GRS DR 180 KG EEE,VALVOLINE MPURP LITHIUM 3 GRS DR 180 KG EEE,,,1,881.25,0.00,
VAL MPURP LITHIUM 3 GRS PL 18 KG EEE,VALVOLINE MPURP LITHIUM 3 GRS PL 18 KG EEE,,,1,905.11,0.00,
VAL MPURP LITHIUM 3 GRS 4/4 KG EEE,VALVOLINE MPURP LITHIUM 3 GRS 4/4 KG EEE,,,1,873.40,0.00,
VAL MPURP LITHIUM 3 GRS 20/800 G EEE,VALVOLINE MPURP LITHIUM 3 GRS 20/800 G EEE,,,1,791.00,0.00,
VAL MP LITHIUM EP 1 GRS DR 180 KG EEE,VALVOLINE MP LITHIUM EP 1 GRS DR 180 KG EEE,,,1,865.05,0.00,
VAL MP LITHIUM EP 1 GRS PL 18 KG EEE,VALVOLINE MP LITHIUM EP 1 GRS PL 18 KG EEE,,,1,895.67,0.00,
VAL MPURP LITHIUM EP 2 GRS DR 180 KG EEE,VALVOLINE MPURP LITHIUM EP 2 GRS DR 180 KG EEE,,,1,877.20,0.00,
VAL MPURP LITHIUM EP 2 GRS KE 45 KG EEE,VALVOLINE MPURP LITHIUM EP 2 GRS KE 45 KG EEE,,,1,969.75,0.00,
VAL MPURP LITHIUM EP 2 GRS PL 18 KG EEE,VALVOLINE MPURP LITHIUM EP 2 GRS PL 18 KG EEE,,,1,907.81,0.00,
VAL MPURP LITHIUM EP 2 GRS 2/5 KG EEE,VALVOLINE MPURP LITHIUM EP 2 GRS 2/5 KG EEE,,,1,912.94,0.00,
VAL MPURP LITHIUM EP 2 GRS 4/4 KG EEE,VALVOLINE MPURP LITHIUM EP 2 GRS 4/4 KG EEE,,,1,861.26,0.00,
VAL MPURP LITH EP 2 GRS 20/800 G V2 EEE,VALVOLINE MPURP LITH EP 2 GRS 20/800 G V2 EEE,,,1,817.99,0.00,
VAL MPURP LITHIUM EP2 GRS 24/400G V2 EEE,VALVOLINE MPURP LITHIUM EP2 GRS 24/400G V2 EEE,,,1,576.43,0.00,
VAL MPURP LITH EP 2 GRS 12/400 G LS EEE,VALVOLINE MPURP LITH EP 2 GRS 12/400 G LS EEE,,,1,572.38,0.00,
VAL MP LITHIUM EP-X 2 GRS DR 180 KG EEE,VALVOLINE MP LITHIUM EP-X 2 GRS DR 180 KG EEE,,,1,878.55,0.00,
VAL MP LITHIUM EP-X 2 GRS PL 18 KG EEE,VALVOLINE MP LITHIUM EP-X 2 GRS PL 18 KG EEE,,,1,906.46,0.00,
VAL MP LITHIUM EP 3 GRS DR 180 KG EEE,VALVOLINE MP LITHIUM EP 3 GRS DR 180 KG EEE,,,1,910.94,0.00,
VAL MP LITHIUM EP 3 GRS PL 18 KG EEE,VALVOLINE MP LITHIUM EP 3 GRS PL 18 KG EEE,,,1,932.10,0.00,
VAL MPURP SYNTHETIC 2 GRS PL 18 KG EEE,VALVOLINE MPURP SYNTHETIC 2 GRS PL 18 KG EEE,,,1,1438.15,0.00,
VAL MPURP SYNTHETIC 2 GRS 24/400G EEE,VALVOLINE MPURP SYNTHETIC 2 GRS 24/400G EEE,,,1,778.85,0.00,
VAL MP COMPLEX RED 0 GRS DR 180 KG EEE,VALVOLINE MP COMPLEX RED 0 GRS DR 180 KG EEE,,,1,960.87,0.00,
VAL MP COMPLEX RED 0 GRS PL 18 KG EEE,VALVOLINE MP COMPLEX RED 0 GRS PL 18 KG EEE,,,1,986.08,0.00,
VAL MP COMPLEX RED 1 GRS DR 180 KG EEE,VALVOLINE MP COMPLEX RED 1 GRS DR 180 KG EEE,,,1,995.95,0.00,
VAL MP COMPLEX RED 1 GRS PL 18 KG EEE,VALVOLINE MP COMPLEX RED 1 GRS PL 18 KG EEE,,,1,1018.47,0.00,
VAL MPURP COMPLEX RED 2 DR 180 KG EEE,VALVOLINE MPURP COMPLEX RED 2 DR 180 KG EEE,,,1,1058.03,0.00,
VAL MPURP COMPLEX RED 2 GRS KE 45 KG EEE,VALVOLINE MPURP COMPLEX RED 2 GRS KE 45 KG EEE,,,1,1201.86,0.00,
VAL MPURP COMPLEX RED 2 GRS PL 18 KG EEE,VALVOLINE MPURP COMPLEX RED 2 GRS PL 18 KG EEE,,,1,1089.99,0.00,
VAL MPURP COMPLEX RED 2 GRS 4/4 KG EEE,VALVOLINE MPURP COMPLEX RED 2 GRS 4/4 KG EEE,,,1,1092.01,0.00,
VAL MPURP COMPLEX RED 2 20/800 G V2 EEE,VALVOLINE MPURP COMPLEX RED 2 20/800 G V2 EEE,,,1,1092.57,0.00,
VAL MPURP COMPLEX RED 2 24/400G V2 EEE,VALVOLINE MPURP COMPLEX RED 2 24/400G V2 EEE,,,1,650.65,0.00,
VAL MPURP COMPLEX RED 2 12/400 G LS EEE,VALVOLINE MPURP COMPLEX RED 2 12/400 G LS EEE,,,1,641.20,0.00,
VAL MP COMPLEX RED 3 GRS DR 180 KG EEE,VALVOLINE MP COMPLEX RED 3 GRS DR 180 KG EEE,,,1,1070.17,0.00,
VAL MP COMPLEX RED 3 GRS PL 18 KG EEE,VALVOLINE MP COMPLEX RED 3 GRS PL 18 KG EEE,,,1,1100.78,0.00,
VAL MULTIPURPOSE 2 GREASE DR 180 KG EEE,VALVOLINE MULTIPURPOSE 2 GREASE DR 180 KG EEE,,,1,816.47,0.00,
VAL MULTIPURPOSE 2 GREASE PL 18 KG EEE,VALVOLINE MULTIPURPOSE 2 GREASE PL 18 KG EEE,,,1,847.08,0.00,
VAL MULTIPURPOSE 2 GREASE 4/4 KG EEE,VALVOLINE MULTIPURPOSE 2 GREASE 4/4 KG EEE,,,1,851.81,0.00,
VAL MULTIPURPOSE 2 GRS 24/400 G EEE,VALVOLINE MULTIPURPOSE 2 GRS 24/400 G EEE,,,1,516.77,0.00,
VAL MULTIPURPOSE 2 GREASE 25/400G EEE,VALVOLINE MULTIPURPOSE 2 GREASE 25/400G EEE,,,1,553.49,0.00,
VAL MPURP MOLY 2 GRS DR 180 KG EEE,VALVOLINE MPURP MOLY 2 GRS DR 180 KG EEE,,,1,904.19,0.00,
VAL MPURP MOLY 2 GRS KE 45 KG EEE,VALVOLINE MPURP MOLY 2 GRS KE 45 KG EEE,,,1,1033.17,0.00,
VAL MPURP MOLY 2 GRS PL 18 KG EEE,VALVOLINE MPURP MOLY 2 GRS PL 18 KG EEE,,,1,936.15,0.00,
VAL MPURP MOLY 2 GRS 2/5 KG EEE,VALVOLINE MPURP MOLY 2 GRS 2/5 KG EEE,,,1,894.05,0.00,
VAL MPURP MOLY 2 GRS 4/4 KG EEE,VALVOLINE MPURP MOLY 2 GRS 4/4 KG EEE,,,1,894.99,0.00,
VAL MPURP MOLY 2 GRS 25/400 G V2 EEE,VALVOLINE MPURP MOLY 2 GRS 25/400 G V2 EEE,,,1,614.21,0.00,
VAL MPURP MOLY 2 GRS 24/400G V2 EEE,VALVOLINE MPURP MOLY 2 GRS 24/400G V2 EEE,,,1,614.21,0.00,
VAL MPURP MOLY 2 PLUS GRS DR 180 KG EEE,VALVOLINE MPURP MOLY 2 PLUS GRS DR 180 KG EEE,,,1,960.87,0.00,
VAL MPURP MOLY 2 PLUS GRS PL 18 KG EEE,VALVOLINE MPURP MOLY 2 PLUS GRS PL 18 KG EEE,,,1,991.48,0.00,
VAL MPURP MOLY 2 PLUS GRS 4/4 KG EEE,VALVOLINE MPURP MOLY 2 PLUS GRS 4/4 KG EEE,,,1,967.33,0.00,
VAL MPURP MOLY 2 PLUS GRS 24/400G V2 EEE,VALVOLINE MPURP MOLY 2 PLUS GRS 24/400G V2 EEE,,,1,641.20,0.00,
VAL MPURP CALCIUM 2 GRS DR 180 KG EEE,VALVOLINE MPURP CALCIUM 2 GRS DR 180 KG EEE,,,1,689.62,0.00,
VAL MPURP CALCIUM 2 GRS KE 45 KG EEE,VALVOLINE MPURP CALCIUM 2 GRS KE 45 KG EEE,,,1,726.85,0.00,
VAL MPURP CALCIUM 2 GRS PL 18 KG EEE,VALVOLINE MPURP CALCIUM 2 GRS PL 18 KG EEE,,,1,722.93,0.00,
VAL MPURP CALCIUM 2 GRS 2/5 KG EEE,VALVOLINE MPURP CALCIUM 2 GRS 2/5 KG EEE,,,1,786.09,0.00,
VAL MPURP CALCIUM 2 GRS 4/4 KG EEE,VALVOLINE MPURP CALCIUM 2 GRS 4/4 KG EEE,,,1,787.04,0.00,
VAL MPURP CALCIUM 2 GRS 20/800 G EEE,VALVOLINE MPURP CALCIUM 2 GRS 20/800 G EEE,,,1,750.51,0.00,
VAL MPURP CALCIUM 2 GRS 25/400 G EEE,VALVOLINE MPURP CALCIUM 2 GRS 25/400 G EEE,,,1,533.25,0.00,
VAL MPURP CALCIUM 2 GRS 24/400G EEE,VALVOLINE MPURP CALCIUM 2 GRS 24/400G EEE,,,1,533.25,0.00,
VAL MPURP LICAL 2/3 GRS DR 180 KG EEE,VALVOLINE MPURP LICAL 2/3 GRS DR 180 KG EEE,,,1,906.89,0.00,
VAL MPURP LICAL 2/3 GRS KE 45 KG EEE,VALVOLINE MPURP LICAL 2/3 GRS KE 45 KG EEE,,,1,1008.88,0.00,
VAL MPURP LICAL 2/3 GRS PL 18 KG EEE,VALVOLINE MPURP LICAL 2/3 GRS PL 18 KG EEE,,,1,937.50,0.00,
VAL MPURP LICAL 2/3 GRS 2/5 KG EEE,VALVOLINE MPURP LICAL 2/3 GRS 2/5 KG EEE,,,1,943.98,0.00,
VAL MPURP LICAL 2/3 GRS 4/4 KG EEE,VALVOLINE MPURP LICAL 2/3 GRS 4/4 KG EEE,,,1,892.29,0.00,
VAL MPURP LICAL 2/3 GRS 24/400G EEE,VALVOLINE MPURP LICAL 2/3 GRS 24/400G EEE,,,1,585.87,0.00,
VAL MPURP LICAL 2/3 GRS 12/400 G LS EEE,VALVOLINE MPURP LICAL 2/3 GRS 12/400 G LS EEE,,,1,583.18,0.00,
VAL MARINE CALCIUM 2 GRS DR 180 KG EEE,VALVOLINE MARINE CALCIUM 2 GRS DR 180 KG EEE,,,1,890.69,0.00,
VAL MARINE CALCIUM 2 GRS PL 18 KG EEE,VALVOLINE MARINE CALCIUM 2 GRS PL 18 KG EEE,,,1,926.70,0.00,
VAL MARINE CALCIUM 2 GRS 25/400 G EEE,VALVOLINE MARINE CALCIUM 2 GRS 25/400 G EEE,,,1,639.85,0.00,
VAL MARINE CALCIUM 2 GRS 24/400G EEE,VALVOLINE MARINE CALCIUM 2 GRS 24/400G EEE,,,1,639.85,0.00,
VAL EARTH LITHIUM 2 GRS DR 180 KG EEE,VALVOLINE EARTH LITHIUM 2 GRS DR 180 KG EEE,,,1,931.18,0.00,
VAL EARTH LITHIUM 2 GRS PL 18 KG EEE,VALVOLINE EARTH LITHIUM 2 GRS PL 18 KG EEE,,,1,955.04,0.00,
VAL EARTH LITHIUM 2 GRS 24/400G EEE,VALVOLINE EARTH LITHIUM 2 GRS 24/400G EEE,,,1,626.36,0.00,
VAL INDUSTRY CALSUL 2 GRS DR 180 KG EEE,VALVOLINE INDUSTRY CALSUL 2 GRS DR 180 KG EEE,,,1,1584.02,0.00,
VAL INDUSTRY CALSUL 2 GRS PL 18 KG EEE,VALVOLINE INDUSTRY CALSUL 2 GRS PL 18 KG EEE,,,1,1634.02,0.00,
VAL INDUSTRY CALSUL 2 GRS 4/4 KG EEE,VALVOLINE INDUSTRY CALSUL 2 GRS 4/4 KG EEE,,,1,1673.41,0.00,
VAL INDUSTRY CALSUL 2 25/400G V2 EEE,VALVOLINE INDUSTRY CALSUL 2 25/400G V2 EEE,,,1,772.96,0.00,
VAL INDUSTRY CALSUL 2 24/400G EEE,VALVOLINE INDUSTRY CALSUL 2 24/400G EEE,,,1,772.96,0.00,
VAL INDUSTRY CALSUL 2 12/400G LS EEE,VALVOLINE INDUSTRY CALSUL 2 12/400G LS EEE,,,1,802.59,0.00,
INDUSTRY CALSUL ST 1.5 GRS DR 180 KG EEE,VALVOLINE INDUSTRY CALSUL ST 1.5 GRS DR 180 KG EEE,,,1,1287.68,0.00,
INDUSTRY CALSUL ST 1.5 GRS PL 18 KG EEE,VALVOLINE INDUSTRY CALSUL ST 1.5 GRS PL 18 KG EEE,,,1,1337.69,0.00,
INDUSTRY CALSUL ST 1.5 GRS 4/4 KG EEE,VALVOLINE INDUSTRY CALSUL ST 1.5 GRS 4/4 KG EEE,,,1,1377.08,0.00,
INDUSTRY CALSUL ST 1.5 GRS 25/400G EEE,VALVOLINE INDUSTRY CALSUL ST 1.5 GRS 25/400G EEE,,,1,751.86,0.00,
INDUSTRY CALSUL 1.5 GRS DR 180 KG EEE,VALVOLINE INDUSTRY CALSUL 1.5 GRS DR 180 KG EEE,,,1,1253.90,0.00,
INDUSTRY CALSUL 1.5 GRSPL 18 KG EEE,VALVOLINE INDUSTRY CALSUL 1.5 GRSPL 18 KG EEE,,,1,1291.45,0.00,
INDUSTRY CALSUL 1.5 GRS 4/4 KG EEE,VALVOLINE INDUSTRY CALSUL 1.5 GRS 4/4 KG EEE,,,1,1293.48,0.00,
INDUSTRY CALSUL 1.5 GRS 24/400G EEE,VALVOLINE INDUSTRY CALSUL 1.5 GRS 24/400G EEE,,,1,783.06,0.00,
INDUSTRY CALSUL MOLY PT 2 DR 180 KG EEE,VALVOLINE INDUSTRY CALSUL MOLY PT 2 DR 180 KG EEE,,,1,1395.91,0.00,
INDUSTRY CALSUL MOLY PT 2 PL 18 KG EEE,VALVOLINE INDUSTRY CALSUL MOLY PT 2 PL 18 KG EEE,,,1,1690.71,0.00,
INDUSTRY CALSUL MOLY PT 2 4/4 KG EEE,VALVOLINE INDUSTRY CALSUL MOLY PT 2 4/4 KG EEE,,,1,1485.30,0.00,
INDUSTRY CALSUL MOLY PT 2 25/400G EEE,VALVOLINE INDUSTRY CALSUL MOLY PT 2 25/400G EEE,,,1,792.34,0.00,
INDUSTRY CALSUL MOLY PT 2 24/400G EEE,VALVOLINE INDUSTRY CALSUL MOLY PT 2 24/400G EEE,,,1,792.34,0.00,
VAL INDUSTRY CALSUL MOLY 2 DR 180 KG EEE,VALVOLINE INDUSTRY CALSUL MOLY 2 DR 180 KG EEE,,,1,1131.78,0.00,
VAL INDUSTRY CALSUL MOLY 2 PL 18 KG EEE,VALVOLINE INDUSTRY CALSUL MOLY 2 PL 18 KG EEE,,,1,1184.36,0.00,
VAL INDUSTRY CALSUL MOLY 2 4/4 KG EEE,VALVOLINE INDUSTRY CALSUL MOLY 2 4/4 KG EEE,,,1,1223.75,0.00,
VAL INDUSTRY CALSUL MOLY 2 25/400G EEE,VALVOLINE INDUSTRY CALSUL MOLY 2 25/400G EEE,,,1,711.37,0.00,
VAL INDUSTRY CALSUL MOLY 2 24/400G EEE,VALVOLINE INDUSTRY CALSUL MOLY 2 24/400G EEE,,,1,711.37,0.00,
VAL EARTH OPEN GEAR 3 GRS DR 180 KG EEE,VALVOLINE EARTH OPEN GEAR 3 GRS DR 180 KG EEE,,,1,1029.69,0.00,
VAL EARTH OPEN GEAR 3 GRS PL 18 KG EEE,VALVOLINE EARTH OPEN GEAR 3 GRS PL 18 KG EEE,,,1,1060.30,0.00,
VAL EARTH OPEN GEAR 0 GRS DR 180 KG EEE,VALVOLINE EARTH OPEN GEAR 0 GRS DR 180 KG EEE,,,1,1055.76,0.00,
VAL EARTH OPEN GEAR 0 GRS PL 18 KG EEE,VALVOLINE EARTH OPEN GEAR 0 GRS PL 18 KG EEE,,,1,1105.77,0.00,
VAL INDUSTRY BT 2 GRS DR 180 KG EEE,VALVOLINE INDUSTRY BT 2 GRS DR 180 KG EEE,,,1,932.53,0.00,
VAL INDUSTRY BT 2 GRS PL 18 KG EEE,VALVOLINE INDUSTRY BT 2 GRS PL 18 KG EEE,,,1,976.63,0.00,
VAL FOOD CALSUL 2 GRS DR 180 KG EEE,VALVOLINE FOOD CALSUL 2 GRS DR 180 KG EEE,,,1,1227.12,0.00,
VAL FOOD CALSUL 2 GRS KE 45 KG EEE,VALVOLINE FOOD CALSUL 2 GRS KE 45 KG EEE,,,1,1327.36,0.00,
VAL FOOD CALSUL 2 GRS PL 18 KG EEE,VALVOLINE FOOD CALSUL 2 GRS PL 18 KG EEE,,,1,1275.84,0.00,
VAL FOOD CALSUL 2 GRS 4/4 KG EEE,VALVOLINE FOOD CALSUL 2 GRS 4/4 KG EEE,,,1,1316.52,0.00,
VAL FOOD CALSUL 2 GRS 20/800 G EEE,VALVOLINE FOOD CALSUL 2 GRS 20/800 G EEE,,,1,1157.10,0.00,
VAL FOOD CALSUL 2 GRS 25/400G EEE,VALVOLINE FOOD CALSUL 2 GRS 25/400G EEE,,,1,772.10,0.00,
VAL FOOD CALSUL 2 GRS 24/400G EEE,VALVOLINE FOOD CALSUL 2 GRS 24/400G EEE,,,1,772.10,0.00,
VAL FOOD ALUCOM 0 GRS DR 180 KG EEE,VALVOLINE FOOD ALUCOM 0 GRS DR 180 KG EEE,,,1,1630.40,0.00,
VAL FOOD ALUCOM 0 GRS PL 18 KG EEE,VALVOLINE FOOD ALUCOM 0 GRS PL 18 KG EEE,,,1,1679.12,0.00,
VAL FOOD ALUCOM 2 GRS DR 180 KG EEE,VALVOLINE FOOD ALUCOM 2 GRS DR 180 KG EEE,,,1,1520.88,0.00,
VAL FOOD ALUCOM 2 GRS KE 45 KG EEE,VALVOLINE FOOD ALUCOM 2 GRS KE 45 KG EEE,,,1,1551.30,0.00,
VAL FOOD ALUCOM 2 GRS PL 18 KG EEE,VALVOLINE FOOD ALUCOM 2 GRS PL 18 KG EEE,,,1,1570.89,0.00,
VAL FOOD ALUCOM 2 GRS 4/4 KG EEE,VALVOLINE FOOD ALUCOM 2 GRS 4/4 KG EEE,,,1,1610.28,0.00,
VAL FOOD ALUCOM 2 GRS 20/800 G EEE,VALVOLINE FOOD ALUCOM 2 GRS 20/800 G EEE,,,1,1391.59,0.00,
VAL FOOD ALUCOM 2 GRS 25/400G EEE,VALVOLINE FOOD ALUCOM 2 GRS 25/400G EEE,,,1,805.84,0.00,
VAL FOOD ALUCOM 2 GRS 24/400G EEE,VALVOLINE FOOD ALUCOM 2 GRS 24/400G EEE,,,1,805.84,0.00,
VAL BIO LICAL 00 GRS DR 180 KG EEE,VALVOLINE BIO LICAL 00 GRS DR 180 KG EEE,,,1,908.24,0.00,
VAL BIO LICAL 00 GRS PL 18 KG EEE,VALVOLINE BIO LICAL 00 GRS PL 18 KG EEE,,,1,952.45,0.00,
VAL BIO LICAL 2 GRS DR 180 KG EEE,VALVOLINE BIO LICAL 2 GRS DR 180 KG EEE,,,1,908.24,0.00,
VAL BIO LICAL 2 GRS PL 18 KG EEE,VALVOLINE BIO LICAL 2 GRS PL 18 KG EEE,,,1,952.45,0.00,
VAL BIO LICAL 2 GRS 4/4 KG EEE,VALVOLINE BIO LICAL 2 GRS 4/4 KG EEE,,,1,991.84,0.00,
VAL BIO LICAL 2 25/400G EEE,VALVOLINE BIO LICAL 2 25/400G EEE,,,1,657.40,0.00,
VAL BIO LICAL 2 GRS 24/400G EEE,VALVOLINE BIO LICAL 2 GRS 24/400G EEE,,,1,650.65,0.00,
VAL BIO LICAL 1 GRS DR 180 KG EEE,VALVOLINE BIO LICAL 1 GRS DR 180 KG EEE,,,1,908.24,0.00,
VAL BIO LICAL 1 GRS PL 18 KG EEE,VALVOLINE BIO LICAL 1 GRS PL 18 KG EEE,,,1,952.45,0.00,
VAL ENDURANCE LITH EP 2 GRS DR 180KG EEE,VALVOLINE ENDURANCE LITH EP 2 GRS DR 180KG EEE,,,1,894.74,0.00,
VAL ENDURANCE LITH EP 2 GRS PL 18 KG EEE,VALVOLINE ENDURANCE LITH EP 2 GRS PL 18 KG EEE,,,1,932.10,0.00,
VAL ENDURANCE LITH EP 2 GRS 4/4 KG EEE,VALVOLINE ENDURANCE LITH EP 2 GRS 4/4 KG EEE,,,1,934.13,0.00,
VAL ENDURANCE LITH EP 2 GRS 20/800 G EEE,VALVOLINE ENDURANCE LITH EP 2 GRS 20/800 G EEE,,,1,838.23,0.00,
VAL ENDURANCE LITH EP 2 GRS 24/400G EEE,VALVOLINE ENDURANCE LITH EP 2 GRS 24/400G EEE,,,1,643.90,0.00,
VAL ALL CLIMATE SR 10W40 DR 208 L EEE,VALVOLINE ALL CLIMATE SR 10W40 DR 208 L EEE,208,L,1,471.83,98141.30,
VAL ALL CLIMATE SR 10W40 PL 20 L EEE,VALVOLINE ALL CLIMATE SR 10W40 PL 20 L EEE,20,L,1,514.47,10289.46,
PREMIUM BLUE 7800 15W40 DR 208 L EEE,VALVOLINE PREMIUM BLUE 7800 15W40 DR 208 L EEE,208,L,1,590.10,122739.99,
PREMIUM BLUE 7800 15W40 PL 20 L,VALVOLINE PREMIUM BLUE 7800 15W40 PL 20 L,20,L,1,632.85,12657.04,
